PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT),NOx(GT)
0.5040199297927754,0.1627069834413247,0.7683498410586198,0.34351698425849214,0.6120891509843032,0.4687789512692236,0.48815126050420166,0.27609953172344137,0.8513900227146809,0.9082441004562578,0.9922598855826547,0.9485606418121755,47.0
0.5798890272902276,0.183585313174946,0.7805173622534958,0.4163214581607291,0.5042060532477669,0.5503057254030016,0.5294117647058824,0.372968506105959,0.8516966474292951,0.900235052699676,0.9921511942994622,0.951864086833412,122.0
0.5633563582833201,0.18214542836573072,0.7824870789715651,0.4262634631317316,0.502037984563351,0.5743931813970724,0.5305042016806722,0.37884491782205487,0.8492436623838517,0.9042395749175264,0.9920869235048574,0.9528079282680509,133.0
0.5379911674782017,0.17278617710583152,0.7739864982333374,0.38028169014084506,0.5534645737576966,0.5391884380211228,0.5053781512605042,0.32742631530621613,0.8467906773384087,0.9116392441284448,0.9920712548342413,0.9504483246814535,82.0
0.49314913373343905,0.15910727141828654,0.7654065160839992,0.32073322286661143,0.652241783019686,0.0,0.46621848739495797,0.2615003213662657,0.8461774313207302,0.9132932891627651,0.9920638878098288,0.9476168003775366,-200.0
0.46699128071566076,0.1511879049676026,0.7623688747001562,0.29235708367854185,0.7259561182898274,0.42986844543264774,0.44831932773109245,0.21448902763749883,0.8426001623156796,0.9259162609290386,0.9920571930123041,0.0,21.0
0.4743517155475031,0.1490280777537797,0.7621949240069102,0.2904929577464789,0.7265631775214639,0.45210302019640536,0.4553781512605042,0.21816178496005872,0.8433156159217436,0.9226952244639337,0.9920499176162949,0.9466729589428976,30.0
0.5104744649530064,0.156227501799856,0.7652585931640724,0.31949047224523613,0.6538027924724655,0.5021308134148601,0.47823529411764704,0.2521347901937379,0.8452575620505298,0.9156437729880573,0.9920506356965423,0.9476168003775366,56.0
0.5845317631072359,0.1677465802735781,0.7748471865286255,0.3853562551781276,0.5505160003468911,0.5632758940151936,0.5246218487394958,0.3482692131117436,0.8440310695278082,0.9230434488407412,0.9920911862242864,0.9504483246814535,109.0
0.8094213565847582,0.2894168466522678,0.8260573560091824,0.5946561723280861,0.3803659699939294,0.6318324995367797,0.7059663865546218,0.5877329905426498,0.847608339020223,0.9163402117790256,0.9921817016330794,0.9646059462010382,307.0
0.7901709885630166,0.0,0.8420145555178267,0.6433305716652858,0.33553030960020813,0.0,0.7589915966386555,0.6565971903406482,0.8553761230480031,0.8921389380560236,0.9922120232876569,0.0,-200.0
0.7021854829577624,0.29373650107991356,0.8115030455162903,0.5457746478873239,0.3857427803312809,0.5966277561608301,0.6426050420168067,0.5277752272518593,0.8717293522980147,0.8418211880859553,0.9920927785444446,0.9584709768758848,187.0
0.6625523723247649,0.2634989200863931,0.8024738824164378,0.5125310687655343,0.40551556673315414,0.6355382619974059,0.6044537815126051,0.5018822881278119,0.8762264910606291,0.8303299397327626,0.9920549711092441,0.9565832940066069,216.0
0.6369607066017438,0.22606191504679624,0.7970860896623851,0.4913007456503728,0.428236926545833,0.5799518250880118,0.5838655462184874,0.42567257368469374,0.8790883064596124,0.8235396557092731,0.9920313744758551,0.9537517697026899,143.0
0.657456686671951,0.24478041756659466,0.8001772754187061,0.5036246893123446,0.4188708698291562,0.5855104687789512,0.6026050420168068,0.43448719125883756,0.8834832371464786,0.8164882042333967,0.9920641707156977,0.9556394525719679,160.0
0.6735364058430529,0.265658747300216,0.8069130766322217,0.5292046396023198,0.3984910241956465,0.5984806373911432,0.6252941176470588,0.46304287944174083,0.8841986927020021,0.8208409541489391,0.9922118526563078,0.9565832940066069,163.0
0.7033178575472766,0.27717782577393807,0.8120598021293797,0.5477423363711681,0.38912496747896974,0.6040392810820826,0.6521008403361345,0.49187402442383615,0.8823589522121444,0.8253678079506757,0.9922362333233172,0.9575271354412458,190.0
0.6835013022307779,0.26277897768178543,0.8064357982961099,0.527444076222038,0.4003122018905559,0.5929219937002037,0.6242857142857143,0.4819575796529244,0.8825633664141846,0.8258901395345654,0.992259807279564,0.9570552147239264,178.0
0.667648057977579,0.23974082073434125,0.8028255861295199,0.5138773819386909,0.4182638105975197,0.5910691124698906,0.6083193277310924,0.43843540538058945,0.8866516757979885,0.8160529295739309,0.9922063040636712,0.9551675318546484,150.0
0.7743177443098176,0.3117350611951044,0.831461846044782,0.6116404308202154,0.3511404041280028,0.6466555493792847,0.7091596638655462,0.5911302910660178,0.8795993439141793,0.8341603580644154,0.9923136960542456,0.9622463426144408,206.0
0.7814517042237572,0.318214542836573,0.8274245720865302,0.5990057995028998,0.35417570028618506,0.6392440244580322,0.687983193277311,0.6051785878248094,0.8765331133384215,0.8476538725078548,0.9924710569256698,0.9613025011798018,202.0
0.9253765145510134,0.4953203743700504,0.8817584608944311,0.7496893123446562,0.28583817535339523,0.6855660552158607,0.870672268907563,0.7663208153521256,0.8702984450858842,0.8723774744938655,0.9926656534617253,0.974988201982067,340.0
0.8142905673196693,0.3837293016558675,0.8345025838499276,0.6209610604805302,0.3302402220102333,0.6466555493792847,0.7194957983193278,0.6709209438986319,0.8673344216111486,0.8822146778127309,0.9926944176121489,0.9646059462010382,274.0
0.7625410485788698,0.298776097912167,0.8126190287125683,0.5497100248550124,0.36041973809730293,0.6281267370761534,0.6463865546218487,0.621063263244881,0.8625306615454679,0.902324372393462,0.9927950934581273,0.9603586597451628,253.0
0.8503000792662212,0.40820734341252696,0.8410238239980427,0.6404308202154101,0.326250975630908,0.6188623309245876,0.7603361344537816,0.6820310347993755,0.8572158611010391,0.9214764507681947,0.9928103924904945,0.9693251533742331,300.0
0.6701392820745102,0.2318214542836573,0.7948654972196595,0.48218724109362054,0.40326077530136156,0.5799518250880118,0.5860504201680672,0.5454962813332109,0.8562959932929316,0.9197353554512127,0.992724711208934,0.9565832940066069,193.0
0.6324312082436869,0.19222462203023757,0.7862818630584396,0.44449047224523613,0.4409851704101986,0.5503057254030016,0.5590756302521008,0.4937104030851161,0.8550694993081175,0.9189518663775859,0.9926383242938318,0.9528079282680509,139.0
0.6267693352961159,0.17494600431965443,0.7786776920161498,0.40669014084507044,0.4774087243083861,0.5225125069483045,0.5258823529411765,0.456431916261133,0.8536385920959886,0.9190389100184787,0.992555938118047,0.9513921661160925,83.0
0.6213339372664477,0.1771058315334773,0.7787554187739291,0.40710439105219554,0.47818922903477584,0.0,0.5310084033613446,0.4390781379120374,0.8495502851490092,0.9315748248603283,0.9925148798485215,0.951864086833412,-200.0
0.6101234288302569,0.18430525557955363,0.7818225814919283,0.4229494614747307,0.462145520770098,0.5243653881786177,0.5417647058823529,0.43760903498301346,0.8462796389091157,0.9439366291742146,0.9925072962173295,0.0,109.0
0.5336881440380478,0.1655867530597552,0.7680928116708056,0.34165285832642917,0.5620501257479837,0.4910135260329812,0.49554621848739494,0.374345790101919,0.8515944383788168,0.9178201462853862,0.9924201491146822,0.9485606418121755,62.0
0.588608311629487,0.16342692584593232,0.7693463718407768,0.3505592377796189,0.5571936518948921,0.48174911988141556,0.4932773109243697,0.3801303828849508,0.8470973005909301,0.9314007176532495,0.9923732598063313,0.9495044832468145,53.0
0.5943834220360095,0.17782577393808496,0.777792930377194,0.4019262634631317,0.49536033301534993,0.5132481007967389,0.540672268907563,0.4186025158387659,0.8436222386869012,0.946809437941631,0.992395642185151,0.950920245398773,139.0
0.6955044728796286,0.23902087832973362,0.8031241102213235,0.5150165700082849,0.39380799583730813,0.5484528441726885,0.6312605042016807,0.5111560003672757,0.8440310705025367,0.9455906742085384,0.9924019563543818,0.9565832940066069,256.0
0.7284943192541274,0.31605471562275017,0.815723655208199,0.5604805302402651,0.3574133495215783,0.5910691124698906,0.6644257703081344,0.5916812046644018,0.8567729610640034,0.9042105636914408,0.9924904248795928,0.9613025011798018,295.0
0.7460083795719623,0.25917926565874727,0.8072794084689606,0.5305509527754764,0.3706530222877461,0.6040392810820826,0.6274789915966387,0.6115140942062253,0.8682542913687123,0.8746409013947337,0.9925947205619552,0.9589428975932043,250.0
0.7888121390555995,0.34773218142548595,0.8194900239262274,0.573218724109362,0.3497528401699766,0.663331480452103,0.6654621848739496,0.6546689927463042,0.8816434976313511,0.8433881795167363,0.9926522556117668,0.9631901840490797,296.0
0.7479334163741365,0.29517638588912887,0.8114738110286381,0.5456710853355426,0.37299453646691527,0.6688901241430424,0.6316806722689076,0.5829584060233219,0.8928863440505219,0.8142247773325284,0.9924735976353928,0.9608305804624823,239.0
0.6922205865700373,0.2548596112311015,0.8048778179901463,0.5216445733222866,0.4115861590495187,0.6003335186214563,0.604873949579832,0.4776420897989165,0.8967702372828252,0.8053451752756899,0.9924045900996585,0.9570552147239264,153.0
0.6370739440606952,0.22462203023758098,0.7909958470920799,0.4657207953603977,0.44670887173705665,0.5595701315545674,0.5674789915966386,0.3855476999357267,0.8913532268131868,0.8176199210047154,0.9924919444930099,0.9532798489853704,118.0
0.6520212886422828,0.22174226061915048,0.7931879716357502,0.4751449875724938,0.4332668458936779,0.5855104687789512,0.5821008403361344,0.42126526489762184,0.8927841359747737,0.8136153921450994,0.9924500772625183,0.9532798489853704,119.0
0.6821424527233608,0.22390208783297336,0.7971627743790403,0.49161143330571666,0.41765675136588326,0.6003335186214563,0.5895798319327731,0.46937838582315666,0.8897179053990161,0.8186645808516101,0.9924352241028014,0.9556394525719679,138.0
0.6912014494394745,0.2138228941684665,0.7985541269302998,0.49720381110190554,0.40777035816494667,0.6021863998517695,0.605546218487395,0.47149022128362866,0.8858340141161729,0.8280665095110133,0.9924873088526515,0.9546956111373289,148.0
0.7576718378439588,0.2814974802015838,0.8169068167295113,0.5645194697597349,0.35747116468649726,0.6448026681489716,0.6652100840336135,0.5857129740152419,0.8834832361717525,0.839296597053581,0.9926524422131012,0.9589428975932043,227.0
0.8193862529724832,0.32973362131029516,0.8327730155365936,0.6156793703396851,0.3321481224525193,0.6763016490642949,0.7132773109243697,0.665319988981728,0.8823589522121444,0.8440846216285891,0.9927107064318813,0.9636621047663992,277.0
0.8201789151851432,0.3484521238300936,0.8311272495631147,0.6106048053024027,0.331020726736623,0.6688901241430424,0.7109243697478992,0.6968138830226792,0.8816434986060772,0.850004356333147,0.9928181396323607,0.9636621047663992,279.0
0.8245951760842486,0.3376529877609791,0.8275881112690402,0.5995236122618062,0.3337091319052988,0.6651843616824161,0.692436974789916,0.7659535396198696,0.8803147984949727,0.8593192347098917,0.9929688769976626,0.9636621047663992,283.0
0.7447627675234967,0.2735781137508999,0.8081576973490641,0.5337613918806959,0.36215419304483565,0.6355382619974059,0.6546218487394958,0.6698191167018639,0.8775551901970075,0.8657612976774547,0.9929532759577013,0.9584709768758848,214.0
0.7328728343335975,0.22750179985601152,0.7995457142129068,0.501139188069594,0.3788049605411499,0.6114508060033351,0.6060504201680672,0.6376824901294647,0.8777596073232341,0.8680247278992075,0.9930193721939458,0.9561113732892874,172.0
0.7851885403691541,0.210943124550036,0.799887301762727,0.5024855012427506,0.377590842077877,0.609597924773022,0.608655462184874,0.6371315765310807,0.8746933747980201,0.8830852304525469,0.993169871329282,0.9575271354412458,190.0
0.7625410485788698,0.23830093592512597,0.8032873000163856,0.5156379453189727,0.37455554591969475,0.5910691124698906,0.6131932773109243,0.6352951978698007,0.8775551901970075,0.8757726148451679,0.9931889159444288,0.9570552147239264,174.0
0.7096591552485562,0.21022318214542834,0.7910196061405541,0.46582435791217897,0.3997918654062961,0.5632758940151936,0.5858823529411765,0.5645028004774584,0.8689697449747756,0.9015408766780733,0.9931894941998872,0.9556394525719679,128.0
0.6993545464839769,0.23902087832973362,0.7952400558347172,0.48374067937033965,0.3886913537420866,0.0,0.6116806722689075,0.5429253512074189,0.8652902678939768,0.9172978180223811,0.9932572837834523,0.9551675318546484,-200.0
0.6021968067036575,0.18430525557955363,0.7780029783955247,0.40306545153272577,0.4614517387910849,0.5225125069483045,0.5552100840336135,0.45927830318611695,0.8671300064343783,0.9092017133413752,0.9932220121527554,0.0,70.0
0.5716226927867738,0.16702663786897048,0.7721592594718486,0.36909693454846726,0.5104500910588848,0.500277932184547,0.53,0.414654301717014,0.8645748152626396,0.9161661045719469,0.9931871963802691,0.9495044832468145,53.0
0.577850753029102,0.16486681065514758,0.7677265808221794,0.338960231980116,0.55337785101032,0.48730776357235495,0.5152941176470588,0.3938114039114865,0.8650858527172065,0.9128580178241839,0.993157469204582,0.9485606418121755,44.0
0.556335635828332,0.16342692584593232,0.767531854027386,0.3375103562551781,0.5493018818836182,0.4947192884936075,0.5176470588235295,0.38674134606555866,0.8601798836010474,0.9320100961989131,0.9931858283748861,0.9480887210948561,74.0
0.6135205525987997,0.169906407487401,0.7742828806681524,0.38204225352112675,0.49423293729945367,0.5262182694089308,0.542436974789916,0.4257643926177577,0.8649836446414542,0.9146861667447053,0.9931860236600261,0.9504483246814535,101.0
0.6500962518401087,0.18502519798416125,0.7824035850937973,0.4258492129246065,0.43543491457809386,0.5243653881786177,0.5805042016806723,0.47497934074006054,0.8684587065454827,0.9053712916888416,0.9932338743981021,0.9513921661160925,118.0
0.6936926735364057,0.23686105111591071,0.7908771623014065,0.4652029826014913,0.39953169716416614,0.5521586066333147,0.6096638655462184,0.5233679184647875,0.8770441527424406,0.88125707489026,0.9932836515996578,0.9542236904200094,144.0
0.7449892424413995,0.2505399568034557,0.7994932689636228,0.5009320629660314,0.37403520943543495,0.5818047063183249,0.6373109243697479,0.5712055825911303,0.8866516767727146,0.8569687475637151,0.9933140597508577,0.9570552147239264,176.0
0.7317404597440833,0.24838012958963282,0.7987360141437226,0.49792874896437445,0.38392160263637154,0.5910691124698906,0.6307563025210084,0.5367734826921311,0.8965658211313248,0.8296335009417942,0.9931581672983781,0.9570552147239264,161.0
0.6709319442871702,0.210943124550036,0.7869072216134985,0.44739022369511183,0.44532130777903045,0.5632758940151936,0.5798319327731093,0.43338536406206957,0.9042313956212626,0.8059545588026784,0.9928307740008709,0.9532798489853704,113.0
0.6374136564375494,0.2044636429085673,0.786772719973457,0.4467688483844242,0.4521724048217848,0.5595701315545674,0.5678991596638655,0.3938114039114865,0.9052534724798486,0.8016018122080205,0.9927338361610968,0.9523360075507314,103.0
0.6602876231457365,0.21526277897768178,0.7892581619237163,0.45805716652858325,0.44445408030526407,0.568834537706133,0.5751260504201681,0.4040951244146543,0.9072976281464766,0.7972490672738031,0.9926886753272964,0.9528079282680509,112.0
0.7508775903068734,0.25197984161267095,0.8033145229034131,0.5157415078707539,0.4071632989333102,0.609597924773022,0.6205042016806722,0.4769075383344045,0.9085241192071067,0.7953338564475363,0.9926845630482507,0.9579990561585653,170.0
0.7418185935907597,0.25629949604031677,0.8039425865072648,0.5181234465617233,0.3963229555112306,0.6077450435427089,0.6277310924369748,0.5164814984849876,0.9047424340505557,0.8035170213738468,0.9927735116496952,0.9575271354412458,180.0
0.7599365870229872,0.2318214542836573,0.8044367012874617,0.5199875724937862,0.39172664990026884,0.5947748749305168,0.6288235294117647,0.537048939491323,0.8979967283434513,0.8242360945002416,0.9930755950550394,0.9556394525719679,160.0
0.9092967953799116,0.33261339092872566,0.836317889198479,0.6264498757249378,0.33067383574711645,0.6614785992217898,0.7370588235294118,0.6969975208888072,0.8927841340253174,0.841734137803297,0.9932856994960205,0.9655497876356772,261.0
0.9502887555203261,0.38948884089272856,0.8460638380063212,0.65503314001657,0.30543751626051513,0.6911246989068001,0.7740336134453781,0.7730235974657974,0.8897179053990161,0.8569687475637151,0.9935218539781002,0.9716847569608306,325.0
0.7969652361001018,0.2980561555075594,0.8141322946295612,0.5549917149958574,0.3412540109270662,0.6410969056883453,0.6781512605042017,0.6787255532090717,0.8857318060404207,0.8690693877460989,0.9935764277542187,0.9598867390278433,217.0
0.6904087872268145,0.2159827213822894,0.7924585926411921,0.4720381110190555,0.3897320267106062,0.5947748749305168,0.600672268907563,0.5959966945184096,0.8840964826767936,0.8738574090002225,0.9935870945929147,0.9537517697026899,146.0
0.7015060582040539,0.20086393088552915,0.7918317888083025,0.46934548467274234,0.3930274911109184,0.5910691124698906,0.6105882352941177,0.5688182903314664,0.8778618144242561,0.8911813384544337,0.993573438970471,0.9542236904200094,152.0
0.6516815762654286,0.19150467962562995,0.7862152103161244,0.44417978458989227,0.41106582256525886,0.5540114878636279,0.5870588235294117,0.5326416307042512,0.8782706447778009,0.8868285951806568,0.9934991116202172,0.9523360075507314,104.0
0.65179481372438,0.19654427645788336,0.7845493625148002,0.4363090306545153,0.4198248200502992,0.5428942004817491,0.5859663865546219,0.5045450371866679,0.875102206126291,0.8949246998616626,0.9934649655818629,0.9523360075507314,106.0
0.6448873287283433,0.19150467962562995,0.7847009654408703,0.43703396851698423,0.4156621281762206,0.5336297943301834,0.5935294117647059,0.4953631438802681,0.8722403917020338,0.9100722560185414,0.9935966801146083,0.9523360075507314,108.0
0.5931378099875438,0.0,0.7948904171272226,0.48229080364540183,0.3979706877113867,0.5373355567908097,0.5971428571428571,0.3778349095583509,0.9035159429899255,0.7993383853071522,0.9925590811510784,0.9528079282680509,122.0
0.5896274487600498,0.0,0.7979331711817318,0.49471830985915494,0.4005723701326858,0.5317769130998702,0.6046218487394958,0.3610320448076393,0.9049468502020561,0.7944633071286047,0.9924623000087296,0.9532798489853704,107.0
0.588608311629487,0.0,0.8006801616135815,0.5055923777961888,0.39953169716416614,0.5540114878636279,0.6073949579831933,0.37535579836562294,0.9047424360000119,0.7874118589736127,0.9922011209861199,0.9542236904200094,133.0
0.5860038500736043,0.0,0.7987880461474031,0.498135874067937,0.40412800277512795,0.5540114878636279,0.596218487394958,0.372050316775319,0.9045380198485113,0.789675285874481,0.9922715432411775,0.9537517697026899,130.0
0.5777375155701506,0.468682505399568,0.8021233689664051,0.5111847555923777,0.403867834532998,0.5577172503242542,0.5863025210084034,0.37186667890919106,0.9048446421263039,0.7806215749501233,0.9919643220460597,0.9546956111373289,150.0
0.612274940550334,0.27717782577393807,0.8051544245514194,0.5226801988400994,0.3912930361633857,0.5614230127848805,0.6071428571428571,0.3854558810026627,0.9003475062878759,0.7956820775034626,0.9922719214306195,0.9561113732892874,138.0
0.7277771486807836,0.4506839452843772,0.8278501166617587,0.6003521126760564,0.3191397103460238,0.609597924773022,0.7165546218487395,0.542007161876779,0.8870605051768031,0.8464351054538778,0.9930542956011223,0.9617744218971213,213.0
0.7417053561318083,0.6277897768178545,0.8380471198001809,0.6316280033140016,0.3043968432919955,0.6355382619974059,0.7369747899159664,0.5879166284087778,0.8814390824545807,0.861582658289879,0.993095419515864,0.9646059462010382,232.0
0.7358170082663344,0.5932325413966882,0.8381166250669615,0.6318351284175642,0.3045702887867488,0.6410969056883453,0.7277310924369748,0.5713892204572583,0.8801103833181982,0.86158266161076,0.9930116943953025,0.9650778669183577,238.0
0.6696863322387046,0.3779697624190065,0.8131214799187969,0.551470588235294,0.3383054375162605,0.6003335186214563,0.658235294117647,0.5299788816453953,0.8770441517677146,0.869591712688223,0.9930112480643386,0.9594148183105238,180.0
0.6032159438342203,0.24694024478041754,0.7902394492059136,0.4624067937033968,0.3885179082473333,0.5799518250880118,0.591764705882353,0.47103112661830865,0.874591167696998,0.8775137134830311,0.9930379505096812,0.9532798489853704,128.0
0.5463707394406069,0.20806335493160547,0.774740742964628,0.3847348798674399,0.4654409851704102,0.5188067444876783,0.527563025210084,0.3654393535947112,0.8768397356162141,0.8686341097657521,0.9929761466194132,0.949032562529495,65.0
0.5354999433812705,0.19654427645788336,0.7727240747876989,0.37261806130903063,0.48712167201456946,0.5039836946451732,0.5239495798319328,0.3434028096593517,0.8740801292677051,0.8754243937892414,0.9929590564691736,0.9480887210948561,53.0
0.5292718831389424,0.17854571634269256,0.7687261146563195,0.3462096106048053,0.5102766455641315,0.4891606448026681,0.5073109243697479,0.32467174731429616,0.8748977919242508,0.8751632296577389,0.993004357962125,0.9476168003775366,47.0
0.5165892877363831,0.17782577393808496,0.7678948695151496,0.3402029826014913,0.519729425028185,0.500277932184547,0.5142016806722689,0.33578183821503993,0.8706050683384068,0.8941412008253894,0.993143118747986,0.9471448796602171,51.0
0.4946212206998075,0.169906407487401,0.7630343007225481,0.299192212096106,0.5974330066776515,0.0,0.49899159663865544,0.2409328803599302,0.8628372838232603,0.9403673716531868,0.9935244483557447,0.9462010382255781,-200.0
0.47786207677499715,0.16198704103671707,0.7613400839732666,0.28075807787903895,0.6593530483045703,0.4280155642023346,0.49117647058823527,0.22082453401891466,0.8588511854393951,0.9639592635096409,0.9936571596759964,0.0,20.0
0.4682368927641264,0.15766738660907126,0.7607163485861725,0.27288732394366194,0.7312462058798023,0.4113396331295164,0.47445378151260503,0.20613350472867503,0.8537408011464669,0.9765822286341488,0.9934909345649654,0.9452571967909391,13.0
0.5020948929906013,0.1627069834413247,0.7650271078050127,0.31752278376139187,0.6042841037204059,0.45766166388734475,0.4996638655462185,0.22688458360113856,0.856807030747496,0.9589100748031336,0.9934202340109302,0.9462010382255781,33.0
0.5711697429509681,0.18718502519798416,0.7758729771486215,0.3912593206296603,0.4781025062873992,0.5336297943301834,0.5473949579831933,0.2997888164539528,0.8577268995303321,0.9576042441829707,0.9934640051305407,0.949032562529495,103.0
0.7431774430981768,0.32253419726421884,0.81223613333782,0.5483637116818558,0.3645824299713815,0.6114508060033351,0.682016806722689,0.4732347810118446,0.8585445612121464,0.9549055426226367,0.9934762629674472,0.9579990561585653,224.0
