PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
0.30779125321572953,0.00672834314550042,0.015233371044960375,0.06854562867697359,0.006788866259334691,0.676056338028169,0.0769914124962985,0.2837230215827338,0.0872162485065711,0.2457912383222691,0.6033376226642188,0.27649877589199146,0
0.2973171628077913,0.01345668629100084,0.022631341694177576,0.09112053632507869,0.019008825526137134,0.5999152811606481,0.13621557595498962,0.30137140287769787,0.10883023786249592,0.23344556583749482,0.6283697130709767,0.2758652376612704,0
0.36512311650128626,0.024390243902439022,0.04842466901135539,0.15337255438500477,0.06245756958587915,0.49465212326591124,0.23689665383476458,0.3543165467625899,0.22102747909199522,0.2278338936071133,0.6473042375006983,0.2790922957532606,0
0.5042263873575892,0.05382674516400336,0.12345479070506185,0.28074976056916134,0.11405295315682282,0.34480567616223656,0.32573289902280134,0.43435251798561153,0.38253502769631803,0.24017957144360472,0.6193838360329479,0.2786205493376632,0
0.5172730613744947,0.07317073170731707,0.14747104198488403,0.31385962511971544,0.08350305498981671,0.3206608069469448,0.2931596091205212,0.4639163669064748,0.3504941892038666,0.2345678992132232,0.6601411959533965,0.29280731299396434,1
0.43072399852995225,0.06476030277544155,0.09706155203961374,0.24107265015734028,0.07196198234894773,0.3795404002965159,0.2842759846017175,0.40231564748201437,0.27750624524818074,0.2413019048193331,0.6312580363742671,0.2858293635236396,0
0.3906651966188901,0.03616484440706476,0.07560396919490388,0.20536325078670134,0.06042090970807875,0.4259239648416816,0.26650873556411014,0.3645458633093525,0.19528619528619529,0.2345678938615061,0.6258023213804396,0.2757979500537293,0
0.43274531422271223,0.051303616484440706,0.07946286548084369,0.212067314270078,0.06653088934147998,0.41480461717674466,0.27539236008291385,0.38230665467625896,0.19246225697838598,0.21268237430371176,0.7394094924433783,0.3058050643919677,0
0.4691289966923925,0.05298570227081581,0.11175488162440081,0.26364755780544535,0.09504412763068568,0.35592502382717356,0.32573289902280134,0.44323291366906475,0.25111328337134786,0.18518517983967062,0.8632862914799168,0.32795694751105287,0
0.5319735391400221,0.13793103448275862,0.1789034631056551,0.35394718839786565,0.13645621181262726,0.28010166260722225,0.3731122297897542,0.530238309352518,0.35429564461822527,0.17845117690940807,0.9239409584260493,0.34515191170909165,1
0.4737228959941199,0.07989907485281748,0.12797910850336064,0.2871801888083185,0.12695179904955872,0.33061527057079315,0.38199585430855787,0.46751348920863317,0.3196480938416422,0.21661054914634353,0.7955712759607989,0.3368098591693082,1
0.5407938257993384,0.1261564339781329,0.17280961066036649,0.3464222191818306,0.16089613034623215,0.29058561897702,0.3938406870002961,0.5250674460431655,0.3836211578147062,0.21829405188579917,0.7503209101887353,0.3175525019448481,1
0.6861447997059905,0.2582001682085786,0.32455799217811154,0.5099192776029552,0.186693822131704,0.20184263475590386,0.44122001776724906,0.6888489208633093,0.5159118062343869,0.23120089373432093,0.7060333759818004,0.31156161409379324,1
0.8292907019478134,0.38772077375946173,0.4277500121532256,0.6025448077712409,0.25594025797691783,0.16107169331780152,0.5034053893988747,0.8010341726618706,0.6442923862278702,0.21548821577060842,0.7718228752781604,0.3242760509787858,1
0.7296949650863654,0.33725820016820857,0.3751826493592748,0.5567109043644821,0.23421588594704681,0.17822725828656144,0.48267693218833285,0.7375224820143886,0.6224611708482677,0.21548821041890254,0.7519255560101915,0.31495361652742343,1
0.48915839764792357,0.16568544995794784,0.1984131944541355,0.377343001778629,0.15885947046843177,0.26908821349147516,0.39680189517323067,0.5195593525179856,0.46214836537417187,0.2037037019461249,0.7034659842912505,0.2791865168823545,1
0.2331863285556781,0.051303616484440706,0.07144344267582298,0.19797509919277603,0.059742023082145275,0.4249708778989728,0.24578027835356822,0.3513938848920864,0.26067122841316387,0.18237935175204212,0.6960847285900947,0.25341457247334714,0
0.19514884233737595,0.021867115222876366,0.039020308148110534,0.13271309344643592,0.027834351663272233,0.5263157894736842,0.15102161681966242,0.31531025179856115,0.14369501466275658,0.1840628464639355,0.663029519256687,0.24101949314364612,0
0.31826534362366776,0.04625735912531539,0.0894961671843742,0.2288958817895745,0.07875084860828242,0.39457799428147833,0.28131477642878294,0.37050359712230213,0.2582817421527099,0.18574635723095337,0.6335045086943488,0.2300068739081486,0
0.29143697170158034,0.044575273338940284,0.097667358490333,0.24203037351210835,0.08621860149355058,0.39193053055173144,0.3198104826769322,0.37196492805755393,0.26523297491039427,0.17227834066701195,0.6482670078543753,0.22349494610532022,0
0.2502756339581037,0.0336417157275021,0.062403469634330765,0.18128334929538922,0.05159538357094365,0.45472837022132795,0.2635475273911756,0.33835431654676257,0.20440968828065603,0.15881032410307278,0.6755455705812149,0.22190739374276075,0
0.17750826901874317,0.017661900756938603,0.0268101912198221,0.1026132165822958,0.16892022173633672,0.5753468177485969,0.3334758602179905,0.2859712230215828,0.1264255457803845,0.15544332130001556,0.6816431365582384,0.22116096558062043,0
0.14700477765527376,0.0058873002523128675,0.013487192527747386,0.06266247092625529,0.01629327902240326,0.6661018744043207,0.12437074326325141,0.27147032374100716,0.07516020419246226,0.13973063798460392,0.7163029672285318,0.21974550320392056,0
0.20562293274531418,0.014297729184188392,0.026196546391522628,0.10097140511697908,0.03394433129667345,0.5772529916340146,0.20432336393248443,0.3020458633093525,0.11534701857282502,0.1503928157575005,0.6903080942258117,0.21981825921629367,0
0.3257993384785006,0.027754415475189233,0.06597395703035161,0.18798741277876588,0.06992532247114731,0.45112781954887216,0.30204323363932484,0.3640962230215828,0.22906484196806776,0.14365880747552978,0.7175866814372346,0.22392684556036818,0
0.6907386990077179,0.16989066442388562,0.27841470437109445,0.46449582706252557,0.20434487440597418,0.24335486603833528,0.41160793603790347,0.6066771582733814,0.5123275768437059,0.16329966295771917,0.6928754859163488,0.23309788212103372,1
0.5167217934582874,0.17493692178301093,0.2180374662267617,0.3999179094267341,0.12287847929395791,0.24992057608810758,0.3553449807521469,0.521919964028777,0.44140328011295754,0.2957351243837083,0.41816430569833923,0.22408817970867723,1
0.4524072032341051,0.13961312026913372,0.18058080134455706,0.3559994527295115,0.1425661914460285,0.2740654453033993,0.41753035238377256,0.4708857913669065,0.41077441077441074,0.32042648540840823,0.37580231219871973,0.2202575239660628,1
0.41087835354649027,0.09587888982338098,0.15823003135496483,0.3279518401970174,0.09300746775288526,0.30181086519114686,0.3286941071957359,0.44334532374100727,0.3206256109481916,0.33613916872380195,0.35077022179196177,0.21786670907162026,0
0.44413818449099596,0.11774600504625736,0.17105353533675124,0.3442331372280749,0.10454854039375425,0.29037382187864025,0.33757773171453953,0.46841276978417273,0.33105246008471817,0.36026936038479035,0.32477534878924164,0.2211896296512143,1
0.4702315325248071,0.14213624894869636,0.1989963962616935,0.37802708988917766,0.10658520027155464,0.26548766281901937,0.3583061889250814,0.49876348920863317,0.36483110676659064,0.3641975405791438,0.34082157440026883,0.2361527889049344,1
0.5185593531789784,0.15559293523969722,0.22034712058196768,0.402517444246819,0.12491513917175832,0.25405061950651275,0.3671898134438851,0.5346223021582734,0.3989355924839796,0.35409651879069737,0.35750962650990886,0.23862304221867747,1
0.4864020580668872,0.13877207737594616,0.1970164503360776,0.3757011903133123,0.11676849966055669,0.2677115323520068,0.3494225644062778,0.49741456834532377,0.3872053872053872,0.3552188468147086,0.3594351794595351,0.24101155946123531,1
0.46067622197721425,0.11185870479394448,0.18203981232631242,0.35777808181693804,0.09775967413441955,0.2896325320343111,0.34646135623334323,0.47605665467625896,0.33572281959378736,0.3776655464396689,0.32317072745236874,0.23559060455853403,1
0.6337743476662993,0.19596299411269974,0.30083474152004974,0.48693391708852096,0.1357773251866938,0.20766705496134702,0.4352976014213799,0.6109487410071943,0.5163462582817422,0.33894499948729806,0.3899229848601206,0.24647157924576196,1
0.645350973906652,0.20353238015138772,0.2840864763686138,0.4702421671911342,0.13306177868295993,0.21137350418299267,0.4234527687296417,0.5826214028776979,0.5329640490930814,0.3221099827961535,0.439666246303181,0.2624154094100808,1
0.8789048144064683,0.41042893187552565,0.5094856902622863,0.669311807360788,0.22674813306177866,0.1279254474213703,0.4974829730530056,0.8270008992805757,0.7235798848702075,0.2878787854018476,0.530808743134482,0.28213196342602886,1
0.6986402058066888,0.280067283431455,0.3134489667480608,0.4992475030783965,0.1819416157501697,0.1821455046065869,0.4352976014213799,0.6247751798561152,0.6107309655696753,0.27160493272271985,0.5670731706570523,0.285046352022274,1
0.6146637265711136,0.1808242220353238,0.22266702138429817,0.4051169790669038,0.16768499660556685,0.21899819972466378,0.40568551969203437,0.5269784172661871,0.551754100141197,0.24523007966196939,0.6412066960082452,0.29524684580068744,1
0.75707460492466,0.3086627417998318,0.3405017405370639,0.5249692160350253,0.1995926680244399,0.1772741713438526,0.39087947882736157,0.6794064748201438,0.6238731400021723,0.21604937978262304,0.7118100103460833,0.29679694635322124,1
0.46471885336273433,0.10260723296888141,0.14901810484003752,0.3159118894513613,0.12695179904955872,0.2713120830244626,0.3286941071957359,0.44626798561151076,0.46236559139784944,0.2109988822676702,0.7053915372408768,0.288115704383108,1
0.4035281146637266,0.05634987384356602,0.11340967638518902,0.26611027500342044,0.09029192124915139,0.31737795192205864,0.28131477642878294,0.41018435251798563,0.40110785272075594,0.2042648659581395,0.7025032384221696,0.2793629675029422,0
0.394340316060272,0.03616484440706476,0.08186446191867149,0.2161718429333698,0.052274270196877116,0.3618553425818066,0.23689665383476458,0.3657823741007194,0.35701096991419573,0.19640852697628775,0.7028241210657565,0.27101558620852545,0
0.38552002940095553,0.038687973086627414,0.08218690432959308,0.21671911342180875,0.16892022173633672,0.3628084295245155,0.3334758602179905,0.3726393884892087,0.33648311067665904,0.17396184073061577,0.749037232706901,0.2668555553810968,0
0.24329290701947814,0.025231286795626577,0.037954045025186706,0.13025037624846078,0.03801765105227427,0.46521232659112566,0.18655611489487708,0.32520233812949645,0.2599109373302922,0.1851851825155247,0.6983312009101764,0.25725742137227864,0
0.3324145534729879,0.022708158116063918,0.04315432579063866,0.14201669174989737,0.031907671418873046,0.45928200783649265,0.1717500740302043,0.3221672661870503,0.26675355707613774,0.1604938268425284,0.7483953939659902,0.2525065887027353,0
0.3417861080485116,0.039529015979814966,0.07819410843801058,0.20987823231632233,0.09029192124915139,0.38377634226411095,0.22209061297009178,0.38556654676259,0.3122624090366026,0.1414141380482077,0.8051989794974532,0.25477437511840906,0
0.505880191106211,0.11101766190075693,0.18327821246841797,0.35928307566014495,0.16972165648336726,0.25976914116276606,0.2783535682558484,0.5067446043165469,0.4217443249701314,0.14365881282723794,0.8007060593418729,0.255414127815084,1
0.559414430968982,0.20100925147182505,0.23554628305508904,0.4193460117663155,0.19619823489477256,0.21532705001941332,0.34646135623334323,0.5511091127098471,0.5169979363527751,0.21361765479267733,0.6481600592154563,0.26437777378429667,1
0.5878353546490261,0.1345668629100084,0.2005160906888144,0.3798057189766042,0.16564833672776644,0.23149422852906915,0.3671898134438851,0.5016861510791366,0.5404583469099599,0.2766554409410845,0.539152769189302,0.27494502999866943,1
0.6572951120911431,0.23801513877207736,0.251170722367334,0.43617457928581194,0.19687712152070602,0.20597267817430903,0.46194847497779096,0.5524955035971224,0.5915064624742045,0.35016834394806107,0.4239409523049073,0.2807744909973907,1
0.5909592061742007,0.17661900756938603,0.21791618960401393,0.3997810918046244,0.15818058384249828,0.2343534893571958,0.4708320994965946,0.507306654676259,0.5066797002280874,0.4118967438339525,0.3164313227344217,0.2626728345498433,1
0.5005512679162073,0.1295206055508831,0.19055331022351227,0.3680394034751676,0.09979633401221996,0.2814783437466907,0.361267397098016,0.47144784172661874,0.38210057564896277,0.4332211047314672,0.2836970511348972,0.25568097933293177,1
0.41106210951855937,0.09419680403700588,0.13296521195979993,0.29415788753591454,0.07603530210454854,0.32436725616859047,0.29612081729345574,0.4214253597122302,0.273161724774628,0.40347922478496834,0.32894737405894964,0.26453174127327606,0
0.4353178978316795,0.09083263246425567,0.14205904197530325,0.3066082911478998,0.07671418873048201,0.3079529810441597,0.33757773171453953,0.4409847122302159,0.3154121863799283,0.4113355744702409,0.31418485041434,0.2602897463836532,0
0.4841969864020581,0.09335576114381833,0.1585481509527141,0.3283622930633465,0.08961303462321793,0.28889124218998197,0.361267397098016,0.4509892086330935,0.3723254045834691,0.3945005577790963,0.33279846771590427,0.25878482172362655,1
0.4988974641675855,0.0815811606391926,0.16432005092496932,0.3357504446572718,0.09640190088255261,0.2768188075823361,0.3642286052709506,0.4723471223021583,0.3748235038557619,0.37317620758501574,0.36745827390161456,0.26406205740644484,1
0.6067622197721426,0.16063919259882253,0.24045452140622026,0.4246818990285949,0.15003394433129666,0.21539764905220798,0.43233639324844536,0.5521582733812951,0.5099380905832519,0.36026935503309565,0.40885750928984227,0.28079339747621274,1
0.706909224549798,0.21698906644238855,0.3062740093365049,0.49226980435080037,0.18397827562797012,0.18447527268876418,0.48267693218833285,0.6164568345323742,0.6041055718475073,0.35409651879069737,0.42650835623774236,0.28669673799841205,1
0.7081955163542816,0.23885618166526493,0.29944669833753335,0.48556574086742366,0.18533604887983704,0.18309859154929575,0.4708320994965946,0.6133093525179856,0.6413598349082221,0.35016834929975577,0.4483312039707544,0.29758188808018704,1
0.7153619992649761,0.22624053826745164,0.28476490384706815,0.47092625530168286,0.1880515953835709,0.18638144657418193,0.4649096831507255,0.5885791366906474,0.7231454328228523,0.3428731743299343,0.48267010302829455,0.3128546234815473,1
0.5858140389562662,0.15138772077375945,0.20415959251594856,0.3840470652620057,0.14120841819416155,0.2211161707084613,0.41753035238377256,0.5379946043165469,0.6094276094276095,0.327721655026535,0.5064184914686348,0.31127392346840654,1
0.5665196618890115,0.09756097560975609,0.16843356090760261,0.34094951429744147,0.11269517990495587,0.24144869215291748,0.3790346461356233,0.47302158273381295,0.5714130552840231,0.3288439991056752,0.5147625297657529,0.31797080532755817,1
0.6514149209849321,0.07821698906644238,0.1698506059028094,0.3427281433848679,0.12491513917175832,0.23996611246425925,0.3760734379626888,0.4765062949640288,0.5707613772129901,0.31200897171111885,0.5702824255730962,0.33321940322842364,1
0.6146637265711136,0.11017661900756938,0.1839551905447068,0.3601039813928033,0.11405295315682282,0.23625966324261355,0.34646135623334323,0.48257643884892093,0.5685891169762138,0.327721655026535,0.543324782216712,0.3351490068630284,1
0.5288496876148475,0.07737594617325483,0.13306377421931126,0.29429470515802436,0.08282416836388323,0.2670761410568675,0.30204323363932484,0.44604316546762596,0.4848484848484848,0.2805836104320037,0.6383183727049676,0.33520759580408777,1
0.5121278941565601,0.11101766190075693,0.1505719273114903,0.31796415378300724,0.16892022173633672,0.2535211267605634,0.3334758602179905,0.4805530575539569,0.4593244270663625,0.26038158826195684,0.696405660202848,0.3420760479007867,1
0.30485115766262405,0.02691337258200168,0.05482333521966075,0.16650704610753866,0.031907671418873046,0.40220268982314944,0.20136215575954988,0.3712904676258993,0.3075920495275334,0.25645342412273237,0.692233647175438,0.3349747803309156,0
0.3149577361264241,0.024390243902439022,0.0364347695380996,0.12669311807360786,0.025797691785471828,0.4546224716721381,0.180633698549008,0.3516187050359712,0.28293689584012166,0.2592592548862285,0.6800385274636636,0.33196281785173937,0
0.2800441014332966,0.022708158116063918,0.03562696307636004,0.12477767136407167,0.046164290563475895,0.4496452398602139,0.1924785312407462,0.3547661870503597,0.27457369392853265,0.2323232271100493,0.7506418418014887,0.33483617379364256,0
0.3728408673281882,0.030277544154751892,0.06363298530649959,0.1836092488712546,0.06449422946367957,0.3823996611246425,0.24281907018063367,0.38792715827338137,0.32073422396003043,0.25869808552249446,0.6867779199393254,0.33485596011712154,0
0.43219404630650504,0.04793944491169049,0.09732099170476519,0.24148310302366946,0.07603530210454854,0.3106004447739066,0.23985786200769912,0.43884892086330934,0.378950798305637,0.27777777431681294,0.6524390331240705,0.33970420500936466,0
0.5029400955531055,0.10849453322119428,0.13247285886110124,0.293473799425366,0.09368635437881874,0.2667584454092979,0.2842759846017175,0.4778552158273382,0.4361898555446943,0.32491582426303894,0.5635430086128512,0.3447476395078917,1
0.5861815509004044,0.12447434819175777,0.16821599654362235,0.34067587905322205,0.11541072640868975,0.23562427194747432,0.33165531536867043,0.5148381294964028,0.49277723471271856,0.3776655517913636,0.4740051331184231,0.3478285985414457,1
0.5646821021683205,0.12195121951219512,0.16507459354693726,0.33670816801203995,0.10522742701968771,0.24769670655512016,0.34646135623334323,0.506070143884892,0.4520473552731617,0.43209876600402164,0.37323492050818263,0.3320335488334847,1
0.4660051451672179,0.07821698906644238,0.11600391967983541,0.2699411684224928,0.0726408689748812,0.3226728793815525,0.30204323363932484,0.4379496402877698,0.32974910394265233,0.47418629702847126,0.2859435173338363,0.2988620044390845,0
0.41161337743476667,0.07064760302775441,0.11544595181488218,0.26912026268983447,0.0658520027155465,0.3310388647675527,0.29612081729345574,0.42198741007194246,0.28293689584012166,0.47979796925885276,0.2698973039651071,0.2890402460828513,0
0.44873208379272334,0.0832632464255677,0.12575658251071675,0.2840333834997948,0.07196198234894773,0.3216138938896537,0.31092685815812854,0.43165467625899284,0.2951015531660693,0.49102132442302754,0.25385109671752043,0.2844645427477451,0
0.5957368614479971,0.1261564339781329,0.18406812222455787,0.3602407990149131,0.11133740665308893,0.276077517738007,0.3760734379626888,0.4923561151079137,0.3812316715542522,0.49775532467744277,0.24679075426567743,0.28404788593782465,1
0.5810363836824698,0.1312026913372582,0.1866735871689853,0.36338760432343686,0.11812627291242363,0.2628401990892725,0.3731122297897542,0.5020233812949642,0.42804387965678287,0.476992133143662,0.2769576402958075,0.2930601733123775,1
0.6104373392135244,0.10260723296888141,0.18872337755714214,0.36585032152141195,0.10454854039375425,0.257227575982209,0.35238377257921233,0.503484712230216,0.45237319430867823,0.43995510498586,0.35333761348249887,0.3236673151429658,1
0.8528114663726573,0.22035323801513876,0.32097959648058577,0.506498837050212,0.1731160896130346,0.18267499735253628,0.4589872668048564,0.6482688848920863,0.6415770609318997,0.4113355637668291,0.417843398570169,0.34495513271446543,1
0.9193311282616686,0.2867956265769554,0.3614097819160921,0.5442605007524969,0.21656483367277662,0.15185851953828233,0.5063665975718094,0.6977293165467626,0.7315086347344413,0.3945005577790963,0.4740051331184231,0.3688823448653807,1
0.6705255420801176,0.17998317914213624,0.22894466790630932,0.41209467779449993,0.14324507807196196,0.19559462035370112,0.42641397690257626,0.5694694244604317,0.6199630715759749,0.37261503822128184,0.5186136234226946,0.3744117691116029,1
0.4976111723631018,0.08410428931875526,0.13903327931389703,0.302503762484608,0.09504412763068568,0.2547919093508419,0.35238377257921233,0.46582733812949645,0.5221027479091996,0.363636360511998,0.5362644581282967,0.3754925350162332,0
0.5156192576258729,0.06644238856181665,0.13643304041514323,0.2989465043097551,0.09911744738628649,0.25881605422005716,0.34646135623334323,0.4790917266187051,0.4899532964049093,0.3294051631176921,0.6001283799904729,0.3741089450357022,1
0.4347666299154723,0.055508830950378465,0.11313317352387511,0.2656998221370912,0.06653088934147998,0.2808429524515514,0.28723719277465204,0.44761690647482016,0.4471597697404149,0.3316498298691713,0.5840821788640289,0.36657808530999797,0
0.4349503858875414,0.061396131202691336,0.10622255488193515,0.2553016828567519,0.06788866259334692,0.2915387059197289,0.26946994373704475,0.44615557553956836,0.4139241881177365,0.31425364381429277,0.6139281210391204,0.36311840291642367,0
0.4237412715913268,0.055508830950378465,0.10685146588223188,0.25625940621152,0.06924643584521385,0.28645557555861484,0.25466390287237195,0.45627248201438847,0.40306288693385467,0.29854096585059375,0.6697689362169191,0.3764637416989202,0
0.33976479235575163,0.0,0.14912148281828042,0.316048707073471,0.07875084860828242,0.26485227152388013,0.26058631921824105,0.4611061151079137,0.2640382317801673,0.4702581328892468,0.26155327791028704,0.2713340388479896,0
0.33406835722160977,0.0,0.16174407227406076,0.33246682172663833,0.06856754921928038,0.2680292279995764,0.2517026946994374,0.4711106115107914,0.24416205061366353,0.47811447187110745,0.2435815115919316,0.26152815710144756,0
0.3324145534729879,0.0,0.17313971314382162,0.3468326720481598,0.08621860149355058,0.2667584454092979,0.28723719277465204,0.4748201438848921,0.2611056804605192,0.4769921438470738,0.21758665083150946,0.23506545426253989,1
0.3281881661153988,0.0,0.1652904435989803,0.33698180325625937,0.08418194161575017,0.27237106851636134,0.28723719277465204,0.45986960431654683,0.25719561203432173,0.4758698051196283,0.22593067688632945,0.24220064908108352,0
0.314773980154355,0.3793103448275862,0.17912672806119903,0.35422082364208507,0.09775967413441955,0.27205337286879167,0.2931596091205212,0.4466052158273382,0.25697838601064404,0.47755330250737354,0.19255456042475155,0.21107294551980865,1
0.3708195516354281,0.15559293523969722,0.19170078747641434,0.3694075796962648,0.08961303462321793,0.25669808323625964,0.2990820254663903,0.47448291366906475,0.2730531117627892,0.4528619575378025,0.24807445623209495,0.242238967299438,1
0.5582506431459023,0.35828427249789735,0.28585180947540345,0.47202079627856064,0.1405295315682281,0.16859049031028273,0.3760734379626888,0.6208408273381296,0.4582382969479744,0.37991020783943097,0.43517331390530284,0.3215092508619722,1
0.5808526277104006,0.5651808242220353,0.3281531529260393,0.5133397181556985,0.153428377460964,0.15058773694800381,0.41753035238377256,0.6481564748201438,0.5125448028673836,0.3490460105723327,0.49101411684082935,0.32567593287382074,1
0.5712973171628078,0.5248107653490328,0.3284414892265977,0.5136133533999179,0.15750169721656482,0.15079953404638358,0.42641397690257626,0.6357913669064748,0.49299446073639624,0.34175084095418345,0.4910141290831144,0.31719288946767893,1
0.46398382947445793,0.27333894028595457,0.22475139468038682,0.4074428786427692,0.11812627291242363,0.19199406968124538,0.361267397098016,0.5428282374100719,0.4440099923970892,0.32491581891134425,0.5205391518877377,0.3171476671387794,1
0.3561190738699008,0.12026913372582002,0.12982736387505292,0.2897797236284033,0.08282416836388323,0.2533093296621836,0.3286941071957359,0.4539118705035971,0.3742804387965678,0.311447807699102,0.5497432675642037,0.31985316342678205,0
0.2638735758912165,0.07485281749369217,0.06553238555119803,0.18716650704610752,0.04005431093007467,0.3472413427936037,0.23097423748889545,0.36803057553956836,0.24937547518192676,0.32379348018389875,0.5170089898435365,0.313591182789477,0
0.24623300257258363,0.061396131202691336,0.05716642037297759,0.17115884525926936,0.031907671418873046,0.37371598009107276,0.20728457210541898,0.3631969424460432,0.22330835234061042,0.30864197158391127,0.5420410802502945,0.3118596058705325,0
0.2361264241087836,0.04037005887300252,0.04058124506963835,0.13627035162128884,0.027834351663272233,0.4019908927247696,0.18359490672194254,0.34093974820143885,0.20115129792549147,0.31313131579028153,0.5410783098966303,0.31644956081467396,0
0.21554575523704522,0.039529015979814966,0.037132899930289925,0.12833492953892459,0.030549898167006113,0.4135338345864662,0.20136215575954988,0.3501573741007194,0.21429347235798846,0.2895622881413099,0.6110397854935448,0.33050882715713287,0
0.17989709665564135,0.030277544154751892,0.016969270766879246,0.0741551511834724,0.16892022173633672,0.5084189346605952,0.3334758602179905,0.32981115107913667,0.10209623112848919,0.24691357704971462,0.7814505788148276,0.3691452076480584,0
0.13708195516354282,0.0159798149705635,0.007353456385740445,0.03940347516760159,0.004752206381534284,0.671820396060574,0.05922416345869115,0.29698741007194246,0.06093189964157707,0.1969697016917164,0.9149550936303056,0.3657495846859307,0
0.19202499081220137,0.021867115222876366,0.02523625035704541,0.09837187029689423,0.018329938900203666,0.5167849200465954,0.13325436778205507,0.33071043165467623,0.08547844031715,0.21380471303115278,0.8498074575594395,0.35858619256780644,0
0.30411613377434765,0.050462573591253154,0.07022935645858072,0.19578601723902037,0.0658520027155465,0.3627025309753256,0.25466390287237195,0.39455935251798563,0.1717171717171717,0.2188552158978138,0.8449935690642375,0.36302108982565534,0
0.5832414553472988,0.20857863751051303,0.22107861462075995,0.4033383499794774,0.14799728445349625,0.2240813300857778,0.3790346461356233,0.5746402877697843,0.3768871510806995,0.22334455475246018,0.8350449216725446,0.364263055938645,1
0.6255053289231901,0.4499579478553406,0.3280090249462363,0.5132029005335887,0.16157501697216564,0.15344699777613047,0.3849570624814925,0.6942446043165469,0.4812642554578039,0.2491582491528885,0.7772785535451195,0.36999974240698813,1
0.5112091142962146,0.28595458368376786,0.25194369872029476,0.4369954850184703,0.15682281059063136,0.18553425818066294,0.3849570624814925,0.5870053956834533,0.4733355055935701,0.26823793259551226,0.6899871626130712,0.34851997739121415,1
0.4856670341786108,0.27333894028595457,0.24184660863394417,0.4261868928718019,0.14528173794976237,0.1989833739277772,0.38199585430855787,0.5589028776978417,0.4409688280656023,0.2856341240020855,0.5988446780240554,0.31878341912491365,1
0.41289966923925026,0.22455845248107653,0.2083063690620115,0.3888356820358462,0.13645621181262726,0.21793921423276502,0.3760734379626888,0.537320143884892,0.4024112088628218,0.2934904576322291,0.5850449369754079,0.3200236238664926,1
0.4873208379272327,0.27333894028595457,0.263001637306464,0.4486249828977972,0.13713509843856075,0.18987609869744781,0.3849570624814925,0.5826214028776979,0.469208211143695,0.30751963820818284,0.5670731951416356,0.3258645461308488,1
0.38478500551267913,0.22539949537426407,0.1928511611820855,0.3707757559173621,0.10454854039375425,0.23657735889018322,0.3198104826769322,0.4892086330935252,0.3803627674595417,0.3585858576453281,0.4271501949786531,0.29194598132777405,1
0.3416023520764425,0.11438183347350714,0.1556947307591685,0.32466821726638384,0.08486082824168364,0.25489780790003175,0.28723719277465204,0.4665017985611511,0.2951015531660693,0.3153759771900436,0.5215019344836999,0.3068323232645224,0
