CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx(GT)
0.0847457627118644,0.36512311650128626,0.024390243902439022,0.048662560485224285,0.15499112385634303,0.49465212326591124,0.23689665383476458,0.3543165467625899,0.22102747909199522,0.22478873144542647,0.6473042375006983,0.2790922957532606,98.0
0.16101694915254236,0.5042263873575892,0.05382674516400336,0.12367392483450092,0.28212481223542263,0.34480567616223656,0.32573289902280134,0.43435251798561153,0.38253502769631803,0.23718309646294902,0.6193838360329479,0.2786205493376632,174.0
0.17796610169491525,0.5172730613744947,0.07317073170731707,0.1476841721110375,0.31517137785060767,0.3206608069469448,0.2931596091205212,0.4639163669064748,0.3504941892038666,0.2315492936938165,0.6601411959533965,0.29280731299396434,129.0
0.13559322033898302,0.43072399852995225,0.06476030277544155,0.09728728441329247,0.242523555919705,0.3795404002965159,0.2842759846017175,0.40231564748201437,0.27750624524818074,0.23830985594220652,0.6312580363742671,0.2858293635236396,112.0
0.11864406779661016,0.3906651966188901,0.03616484440706476,0.07583506591110216,0.2068824252355592,0.4259239648416816,0.26650873556411014,0.3645458633093525,0.19528619528619529,0.231549288320994,0.6258023213804396,0.2757979500537293,95.0
0.1271186440677966,0.43274531422271223,0.051303616484440706,0.07969299748253639,0.21357367199235286,0.41480461717674466,0.27539236008291385,0.38230665467625896,0.19246225697838598,0.20957745967051292,0.7394094924433783,0.3058050643919677,104.0
0.15254237288135591,0.4691289966923925,0.05298570227081581,0.11197694070210691,0.26505530520278575,0.35592502382717356,0.32573289902280134,0.44323291366906475,0.25111328337134786,0.18197182556448127,0.8632862914799168,0.32795694751105287,146.0
0.23728813559322032,0.5319735391400221,0.13793103448275862,0.17910873520444678,0.3551823023351086,0.28010166260722225,0.3731122297897542,0.530238309352518,0.35429564461822527,0.17521126600249123,0.9239409584260493,0.34515191170909165,207.0
0.17796610169491525,0.4737228959941199,0.07989907485281748,0.12819711156456554,0.28854294687969406,0.33061527057079315,0.38199585430855787,0.46751348920863317,0.3196480938416422,0.21352112590715466,0.7955712759607989,0.3368098591693082,193.0
0.23728813559322032,0.5407938257993384,0.1261564339781329,0.17301640620716333,0.34767171924074836,0.29058561897702,0.3938406870002961,0.5250674460431655,0.3836211578147062,0.21521126781245667,0.7503209101887353,0.3175525019448481,243.0
0.3983050847457627,0.6861447997059905,0.2582001682085786,0.3247268510057009,0.5108562064727571,0.20184263475590386,0.44122001776724906,0.6888489208633093,0.5159118062343869,0.2281690098832215,0.7060333759818004,0.31156161409379324,281.0
0.576271186440678,0.8292907019478134,0.38772077375946173,0.4278930732316259,0.6033046565615185,0.16107169331780152,0.5034053893988747,0.8010341726618706,0.6442923862278702,0.2123943664278904,0.7718228752781604,0.3242760509787858,383.0
0.5084745762711864,0.7296949650863654,0.33725820016820857,0.37533885214806334,0.5575583777140516,0.17822725828656144,0.48267693218833285,0.7375224820143886,0.6224611708482677,0.2123943610550792,0.7519255560101915,0.31495361652742343,351.0
0.3220338983050847,0.48915839764792357,0.16568544995794784,0.1986135891684531,0.37853338795575586,0.26908821349147516,0.39680189517323067,0.5195593525179856,0.46214836537417187,0.2005633784635876,0.7034659842912505,0.2791865168823545,240.0
0.11864406779661016,0.2331863285556781,0.051303616484440706,0.07167557951333743,0.19950839819746005,0.4249708778989728,0.24578027835356822,0.3513938848920864,0.26067122841316387,0.17915493223913526,0.6960847285900947,0.25341457247334714,94.0
0.07627118644067796,0.19514884233737595,0.021867115222876366,0.039260550688882595,0.13437115936091762,0.5263157894736842,0.15102161681966242,0.31531025179856115,0.14369501466275658,0.18084506608521703,0.663029519256687,0.24101949314364612,47.0
0.13559322033898302,0.31826534362366776,0.04625735912531539,0.08972379088551274,0.23037006691246756,0.39457799428147833,0.28131477642878294,0.37050359712230213,0.2582817421527099,0.18253521604973924,0.6335045086943488,0.2300068739081486,122.0
0.15254237288135591,0.29143697170158034,0.044575273338940284,0.0978929394139008,0.24347944831353271,0.39193053055173144,0.3198104826769322,0.37196492805755393,0.26523297491039427,0.1690140861801322,0.6482670078543753,0.22349494610532022,133.0
0.11016949152542371,0.2502756339581037,0.0336417157275021,0.06263786644269623,0.18284855933360641,0.45472837022132795,0.2635475273911756,0.33835431654676257,0.20440968828065603,0.1554929563105274,0.6755455705812149,0.22190739374276075,82.0
0.17805497266222928,0.13506063947078284,0.008410428931875526,0.014455256568481597,0.06691246756793665,0.6653605845599915,0.08883624518803672,0.2620278776978417,0.07081568371890952,0.13239436549436626,0.7281771798121364,0.22048264756069702,21.0
0.0423728813559322,0.14700477765527376,0.0058873002523128675,0.013733818284130004,0.06445445855523693,0.6661018744043207,0.12437074326325141,0.27147032374100716,0.07516020419246226,0.13633802635819456,0.7163029672285318,0.21974550320392056,30.0
0.059322033898305086,0.20562293274531418,0.014297729184188392,0.02643999484094476,0.10269015430834358,0.5772529916340146,0.20432336393248443,0.3020458633093525,0.11534701857282502,0.1470422521568286,0.6903080942258117,0.21981825921629367,56.0
0.11016949152542371,0.3257993384785006,0.027754415475189233,0.06620746122571901,0.18953980609040008,0.45112781954887216,0.30204323363932484,0.3640962230215828,0.22906484196806776,0.14028168722202505,0.7175866814372346,0.22392684556036818,109.0
0.364406779661017,0.6907386990077179,0.16989066442388562,0.27859509890625006,0.4655195957940734,0.24335486603833528,0.41160793603790347,0.6066771582733814,0.5123275768437059,0.15999999960039565,0.6928754859163488,0.23309788212103372,307.0
0.25423728813559326,0.5167217934582874,0.17493692178301093,0.21823295492178313,0.4010651372388365,0.24992057608810758,0.3553449807521469,0.521919964028777,0.44140328011295754,0.29295774172824557,0.41816430569833923,0.22408817970867723,187.0
0.22033898305084745,0.4524072032341051,0.13961312026913372,0.180785654112947,0.357230643179025,0.2740654453033993,0.41753035238377256,0.4708857913669065,0.41077441077441074,0.31774647713611315,0.37580231219871973,0.2202575239660628,216.0
0.1694915254237288,0.41087835354649027,0.09587888982338098,0.15844047176044643,0.32923665164550053,0.30181086519114686,0.3286941071957359,0.44334532374100727,0.3206256109481916,0.33352112596423067,0.35077022179196177,0.21786670907162026,143.0
0.20338983050847456,0.44413818449099596,0.11774600504625736,0.1712607698980258,0.3454868223405708,0.29037382187864025,0.33757773171453953,0.46841276978417273,0.33105246008471817,0.35774647894606953,0.32477534878924164,0.2211896296512143,160.0
0.22033898305084745,0.4702315325248071,0.14213624894869636,0.19919664517700492,0.3792161682370613,0.26548766281901937,0.3583061889250814,0.49876348920863317,0.36483110676659064,0.36169015055553827,0.34082157440026883,0.2361527889049344,163.0
0.23728813559322032,0.5185593531789784,0.15559293523969722,0.22054203186912574,0.40365970230779735,0.25405061950651275,0.3671898134438851,0.5346223021582734,0.3989355924839796,0.3515492937509083,0.35750962650990886,0.23862304221867747,190.0
0.22881355932203387,0.4864020580668872,0.13877207737594616,0.19721719423296227,0.3768947152806227,0.2677115323520068,0.3494225644062778,0.49741456834532377,0.3872053872053872,0.3526760478573433,0.3594351794595351,0.24101155946123531,178.0
0.19491525423728812,0.46067622197721425,0.11185870479394448,0.18224430034557368,0.3590058719104192,0.2896325320343111,0.34646135623334323,0.47605665467625896,0.33572281959378736,0.37521126967951834,0.32317072745236874,0.23559060455853403,150.0
0.3220338983050847,0.6337743476662993,0.19596299411269974,0.3010095311014956,0.487914789020893,0.20766705496134702,0.4352976014213799,0.6109487410071943,0.5163462582817422,0.336338021975997,0.3899229848601206,0.24647157924576196,206.0
0.3050847457627119,0.645350973906652,0.20353238015138772,0.28426545297482997,0.47125495015703944,0.21137350418299267,0.4234527687296417,0.5826214028776979,0.5329640490930814,0.31943661366859943,0.439666246303181,0.2624154094100808,202.0
0.5508474576271186,0.8789048144064683,0.41042893187552565,0.5096083176237756,0.669944012016933,0.1279254474213703,0.4974829730530056,0.8270008992805757,0.7235798848702075,0.2850704200005755,0.530808743134482,0.28213196342602886,340.0
0.364406779661017,0.6986402058066888,0.280067283431455,0.3136206028044693,0.5002048340843916,0.1821455046065869,0.4352976014213799,0.6247751798561152,0.6107309655696753,0.26873238874640665,0.5670731706570523,0.285046352022274,274.0
0.288135593220339,0.6146637265711136,0.1808242220353238,0.2228613527020065,0.4062542673767582,0.21899819972466378,0.40568551969203437,0.5269784172661871,0.551754100141197,0.2422535221788528,0.6412066960082452,0.29524684580068744,253.0
0.4491525423728814,0.75707460492466,0.3086627417998318,0.3406666134670868,0.5258773726614775,0.1772741713438526,0.39087947882736157,0.6794064748201438,0.6238731400021723,0.21295774348111693,0.7118100103460833,0.29679694635322124,300.0
0.22033898305084745,0.46471885336273433,0.10260723296888141,0.1492308482043122,0.31721971869452414,0.2713120830244626,0.3286941071957359,0.44626798561151076,0.46236559139784944,0.2078873285108356,0.7053915372408768,0.288115704383108,193.0
0.15254237288135591,0.4035281146637266,0.05634987384356602,0.11363132176830702,0.2675133142154854,0.31737795192205864,0.28131477642878294,0.41018435251798563,0.40110785272075594,0.20112675551681414,0.7025032384221696,0.2793629675029422,139.0
0.1271186440677966,0.394340316060272,0.03616484440706476,0.08209399352720809,0.2176703536801857,0.3618553425818066,0.23689665383476458,0.3657823741007194,0.35701096991419573,0.1932394337891531,0.7028241210657565,0.27101558620852545,83.0
0.17805497266222928,0.36732818816611545,0.04709840201850294,0.0951370209825371,0.23910965451317764,0.34321719792438843,0.23985786200769912,0.3870278776978417,0.334745302487238,0.15267605492596112,0.7946084933648366,0.26608718058335173,109.0
0.07627118644067796,0.24329290701947814,0.025231286795626577,0.038194554129096316,0.1319131503482179,0.46521232659112566,0.18655611489487708,0.32520233812949645,0.2599109373302922,0.18197182825088803,0.6983312009101764,0.25725742137227864,62.0
0.09322033898305083,0.3324145534729879,0.022708158116063918,0.04339353483724798,0.14365697118667212,0.45928200783649265,0.1717500740302043,0.3221672661870503,0.26675355707613774,0.15718309821582938,0.7483953939659902,0.2525065887027353,53.0
0.11864406779661016,0.3417861080485116,0.039529015979814966,0.07842455762581885,0.21138877509217532,0.38377634226411095,0.22209061297009178,0.38556654676259,0.3122624090366026,0.13802816557709208,0.8051989794974532,0.25477437511840906,139.0
0.22033898305084745,0.505880191106211,0.11101766190075693,0.18348239089071358,0.36050798852929133,0.25976914116276606,0.2783535682558484,0.5067446043165469,0.4217443249701314,0.14028169259483855,0.8007060593418729,0.255414127815084,256.0
0.3050847457627119,0.559414430968982,0.20100925147182505,0.23573739458930634,0.4204560972279121,0.21532705001941332,0.34646135623334323,0.5511091127098471,0.5169979363527751,0.21051642858963876,0.6481600592154563,0.26437777378429667,295.0
0.2627118644067797,0.5878353546490261,0.1345668629100084,0.20071595968428624,0.3809913969684555,0.23149422852906915,0.3671898134438851,0.5016861510791366,0.5404583469099599,0.2738028144623104,0.539152769189302,0.27494502999866943,250.0
0.3389830508474576,0.6572951120911431,0.23801513877207736,0.25135792783045496,0.43725249214802675,0.20597267817430903,0.46194847497779096,0.5524955035971224,0.5915064624742045,0.34760562751426205,0.4239409523049073,0.2807744909973907,296.0
0.29661016949152547,0.5909592061742007,0.17661900756938603,0.21811170861789042,0.40092858118257546,0.2343534893571958,0.4708320994965946,0.507306654676259,0.5066797002280874,0.4095774633475198,0.3164313227344217,0.2626728345498433,239.0
0.22881355932203387,0.5005512679162073,0.1295206055508831,0.1907556698894035,0.36924757613000136,0.2814783437466907,0.361267397098016,0.47144784172661874,0.38210057564896277,0.4309859203176149,0.2836970511348972,0.25568097933293177,153.0
0.16101694915254236,0.41106210951855937,0.09419680403700588,0.13318196850750086,0.29550730574900996,0.32436725616859047,0.29612081729345574,0.4214253597122302,0.273161724774628,0.40112674844819857,0.32894737405894964,0.26453174127327606,118.0
0.16101694915254236,0.4353178978316795,0.09083263246425567,0.14227352508804317,0.30793390686876965,0.3079529810441597,0.33757773171453953,0.4409847122302159,0.3154121863799283,0.40901408092149105,0.31418485041434,0.2602897463836532,119.0
0.20338983050847456,0.4841969864020581,0.09335576114381833,0.15875851182908482,0.3296463198142837,0.28889124218998197,0.361267397098016,0.4509892086330935,0.3723254045834691,0.3921126726140935,0.33279846771590427,0.25878482172362655,138.0
0.18644067796610167,0.4988974641675855,0.0815811606391926,0.16452896884065504,0.3370203468523829,0.2768188075823361,0.3642286052709506,0.4723471223021583,0.3748235038557619,0.37070422638964334,0.36745827390161456,0.26406205740644484,148.0
0.2627118644067797,0.6067622197721426,0.16063919259882253,0.2406444058930169,0.42578178342209483,0.21539764905220798,0.43233639324844536,0.5521582733812951,0.5099380905832519,0.35774647357326955,0.40885750928984227,0.28079339747621274,227.0
0.3474576271186441,0.706909224549798,0.21698906644238855,0.30644743911448014,0.49324047521507575,0.18447527268876418,0.48267693218833285,0.6164568345323742,0.6041055718475073,0.3515492937509083,0.42650835623774236,0.28669673799841205,277.0
0.3474576271186441,0.7081955163542816,0.23885618166526493,0.29962183492633404,0.4865492284582821,0.18309859154929575,0.4708320994965946,0.6133093525179856,0.6413598349082221,0.34760563288706203,0.4483312039707544,0.29758188808018704,279.0
0.3474576271186441,0.7153619992649761,0.22624053826745164,0.28494371084809644,0.47193773043834497,0.18638144657418193,0.4649096831507255,0.5885791366906474,0.7231454328228523,0.34028168821264326,0.48267010302829455,0.3128546234815473,283.0
0.25423728813559326,0.5858140389562662,0.15138772077375945,0.20435855064499556,0.38522463471254953,0.2211161707084613,0.41753035238377256,0.5379946043165469,0.6094276094276095,0.32507041643773193,0.5064184914686348,0.31127392346840654,214.0
0.211864406779661,0.5665196618890115,0.09756097560975609,0.16864145045598974,0.3422094769903046,0.24144869215291748,0.3790346461356233,0.47302158273381295,0.5714130552840231,0.3261971866626119,0.5147625297657529,0.31797080532755817,172.0
0.23728813559322032,0.6514149209849321,0.07821698906644238,0.1700581411934605,0.3439847057216988,0.23996611246425925,0.3760734379626888,0.4765062949640288,0.5707613772129901,0.3092957676095919,0.5702824255730962,0.33321940322842364,190.0
0.22881355932203387,0.6146637265711136,0.11017661900756938,0.18415919972416153,0.3613273248668578,0.23625966324261355,0.34646135623334323,0.48257643884892093,0.5685891169762138,0.32507041643773193,0.543324782216712,0.3351490068630284,174.0
0.20338983050847456,0.5288496876148475,0.07737594617325483,0.13328050612669165,0.295643861805271,0.2670761410568675,0.30204323363932484,0.44604316546762596,0.4848484848484848,0.27774647532613417,0.6383183727049676,0.33520759580408777,128.0
0.17805497266222928,0.35446527012127893,0.04709840201850294,0.07929570495583657,0.2128908917110474,0.34237000953086943,0.23689665383476458,0.40501348920863306,0.3603779732811991,0.26760562926714915,0.6665597180277566,0.33850232030026234,70.0
0.09322033898305083,0.30485115766262405,0.02691337258200168,0.05505962704283934,0.16810050525740813,0.40220268982314944,0.20136215575954988,0.3712904676258993,0.3075920495275334,0.2535211277171178,0.692233647175438,0.3349747803309156,53.0
0.07627118644067796,0.3149577361264241,0.024390243902439022,0.03667565845711482,0.12836269288542948,0.4546224716721381,0.180633698549008,0.3516187050359712,0.28293689584012166,0.25633802372888415,0.6800385274636636,0.33196281785173937,44.0
0.06779661016949153,0.2800441014332966,0.022708158116063918,0.03586805394498821,0.12645090809777412,0.4496452398602139,0.1924785312407462,0.3547661870503597,0.27457369392853265,0.229295769362479,0.7506418418014887,0.33483617379364256,74.0
0.11016949152542371,0.3728408673281882,0.030277544154751892,0.06386707473899488,0.18517001229004507,0.3823996611246425,0.24281907018063367,0.38792715827338137,0.32073422396003043,0.25577464130283284,0.6867779199393254,0.33485596011712154,101.0
0.1271186440677966,0.43219404630650504,0.04793944491169049,0.09754665921917074,0.2429332240884883,0.3106004447739066,0.23985786200769912,0.43884892086330934,0.378950798305637,0.2749295739415679,0.6524390331240705,0.33970420500936466,118.0
0.17796610169491525,0.5029400955531055,0.10849453322119428,0.13268973849585633,0.29482452546770455,0.2667584454092979,0.2842759846017175,0.4778552158273382,0.4361898555446943,0.3222535204259656,0.5635430086128512,0.3447476395078917,144.0
0.22881355932203387,0.5861815509004044,0.12447434819175777,0.16842394048256115,0.34193636487778234,0.23562427194747432,0.33165531536867043,0.5148381294964028,0.49277723471271856,0.3752112750523183,0.4740051331184231,0.3478285985414457,176.0
0.22881355932203387,0.5646821021683205,0.12195121951219512,0.16528332282883798,0.33797623924621056,0.24769670655512016,0.34646135623334323,0.506070143884892,0.4520473552731617,0.4298591554655349,0.37323492050818263,0.3320335488334847,161.0
0.16101694915254236,0.4660051451672179,0.07821698906644238,0.11622491650856068,0.2713368837907961,0.3226728793815525,0.30204323363932484,0.4379496402877698,0.32974910394265233,0.4721126654884064,0.2859435173338363,0.2988620044390845,113.0
0.1440677966101695,0.41161337743476667,0.07064760302775441,0.11566708813419053,0.27051754745322953,0.3310388647675527,0.29612081729345574,0.42198741007194246,0.28293689584012166,0.47774646825753897,0.2698973039651071,0.2890402460828513,103.0
0.15254237288135591,0.44873208379272334,0.0832632464255677,0.12597514119791034,0.2854021575856889,0.3216138938896537,0.31092685815812854,0.43165467625899284,0.2951015531660693,0.4890140845414264,0.25385109671752043,0.2844645427477451,112.0
0.24576271186440676,0.5957368614479971,0.1261564339781329,0.18427210317137258,0.361463880923119,0.276077517738007,0.3760734379626888,0.4923561151079137,0.3812316715542522,0.49577464141701644,0.24679075426567743,0.28404788593782465,170.0
0.23728813559322032,0.5810363836824698,0.1312026913372582,0.18687691675602264,0.36460467021712417,0.2628401990892725,0.3731122297897542,0.5020233812949642,0.42804387965678287,0.47492956687297266,0.2769576402958075,0.2930601733123775,180.0
0.20338983050847456,0.6104373392135244,0.10260723296888141,0.18892619470166372,0.36706267922982383,0.257227575982209,0.35238377257921233,0.503484712230216,0.45237319430867823,0.4377464771931825,0.35333761348249887,0.3236673151429658,160.0
0.3813559322033898,0.8528114663726573,0.22035323801513876,0.32114934989822896,0.5074423050662297,0.18267499735253628,0.4589872668048564,0.6482688848920863,0.6415770609318997,0.40901407017586866,0.417843398570169,0.34495513271446543,261.0
0.4915254237288136,0.9193311282616686,0.2867956265769554,0.36156942788759955,0.5451317765942919,0.15185851953828233,0.5063665975718094,0.6977293165467626,0.7315086347344413,0.3921126726140935,0.4740051331184231,0.3688823448653807,325.0
0.2796610169491525,0.6705255420801176,0.17998317914213624,0.22913742982794894,0.413218626246074,0.19559462035370112,0.42641397690257626,0.5694694244604317,0.6199630715759749,0.37014084396359215,0.5186136234226946,0.3744117691116029,217.0
0.1694915254237288,0.4976111723631018,0.08410428931875526,0.13924851885980166,0.3038372251809368,0.2547919093508419,0.35238377257921233,0.46582733812949645,0.5221027479091996,0.36112675738386457,0.5362644581282967,0.3754925350162332,146.0
0.17796610169491525,0.5156192576258729,0.06644238856181665,0.1366489300143268,0.30028676771814833,0.25881605422005716,0.34646135623334323,0.4790917266187051,0.4899532964049093,0.32676056371584067,0.6001283799904729,0.3741089450357022,152.0
0.1440677966101695,0.4347666299154723,0.055508830950378465,0.11335488803202301,0.2671036460467021,0.2808429524515514,0.28723719277465204,0.44761690647482016,0.4471597697404149,0.3290140826743782,0.5840821788640289,0.36657808530999797,104.0
0.1440677966101695,0.4349503858875414,0.061396131202691336,0.10644599702761266,0.2567253857708589,0.2915387059197289,0.26946994373704475,0.44615557553956836,0.4139241881177365,0.31154929194092934,0.6139281210391204,0.36311840291642367,106.0
0.1440677966101695,0.4237412715913268,0.055508830950378465,0.10707475080171835,0.25768127816468656,0.28645557555861484,0.25466390287237195,0.45627248201438847,0.40306288693385467,0.29577464848561175,0.6697689362169191,0.3764637416989202,108.0
0.15254237288135591,0.33976479235575163,0.0,0.14933420033831682,0.3173562747507852,0.26485227152388013,0.26058631921824105,0.4611061151079137,0.2640382317801673,0.4681690099973826,0.26155327791028704,0.2713340388479896,122.0
0.16101694915254236,0.33406835722160977,0.0,0.1619536341780236,0.33374300150211667,0.2680292279995764,0.2517026946994374,0.4711106115107914,0.24416205061366353,0.47605633172505263,0.2435815115919316,0.26152815710144756,107.0
0.17796610169491525,0.3324145534729879,0.0,0.1733464261658159,0.34808138740953165,0.2667584454092979,0.28723719277465204,0.4748201438848921,0.2611056804605192,0.4749295776185951,0.21758665083150946,0.23506545426253989,133.0
0.1694915254237288,0.3281881661153988,0.0,0.16549911891890304,0.3382493513587328,0.27237106851636134,0.28723719277465204,0.45986960431654683,0.25719561203432173,0.47380281276651515,0.22593067688632945,0.24220064908108352,130.0
0.18644067796610167,0.314773980154355,0.3793103448275862,0.17933194434430527,0.35545541444763074,0.27205337286879167,0.2931596091205212,0.4466052158273382,0.25697838601064404,0.47549294929900143,0.19255456042475155,0.21107294551980865,150.0
0.211864406779661,0.3708195516354281,0.15559293523969722,0.19190286027583686,0.3706131366926123,0.25669808323625964,0.2990820254663903,0.47448291366906475,0.2730531117627892,0.45070423000957877,0.24807445623209495,0.242238967299438,138.0
0.3135593220338983,0.5582506431459023,0.35828427249789735,0.28603034475271905,0.4730301788884337,0.16859049031028273,0.3760734379626888,0.6208408273381296,0.4582382969479744,0.3774647832652334,0.43517331390530284,0.3215092508619722,213.0
0.364406779661017,0.5808526277104006,0.5651808242220353,0.32832111297235383,0.5142701078792844,0.15058773694800381,0.41753035238377256,0.6481564748201438,0.5125448028673836,0.34647886803500455,0.49101411684082935,0.32567593287382074,232.0
0.3728813559322034,0.5712973171628078,0.5248107653490328,0.32860937718955185,0.5145432199918066,0.15079953404638358,0.42641397690257626,0.6357913669064748,0.49299446073639624,0.3391549287333632,0.4910141290831144,0.31719288946767893,238.0
0.2711864406779661,0.46398382947445793,0.27333894028595457,0.22494520490993813,0.4085757203331968,0.19199406968124538,0.361267397098016,0.5428282374100719,0.4440099923970892,0.3222535150531657,0.5205391518877377,0.3171476671387794,180.0
0.16101694915254236,0.3561190738699008,0.12026913372582002,0.13004490487699655,0.2911375119486549,0.2533093296621836,0.3286941071957359,0.4539118705035971,0.3742804387965678,0.3087323905563631,0.5497432675642037,0.31985316342678205,128.0
0.0847457627118644,0.2638735758912165,0.07485281749369217,0.06576600013834061,0.18872046975283355,0.3472413427936037,0.23097423748889545,0.36803057553956836,0.24937547518192676,0.32112675020108566,0.5170089898435365,0.313591182789477,65.0
0.06779661016949153,0.24623300257258363,0.061396131202691336,0.05740212643067617,0.17274341117028538,0.37371598009107276,0.20728457210541898,0.3631969424460432,0.22330835234061042,0.30591548917179684,0.5420410802502945,0.3118596058705325,53.0
0.059322033898305086,0.2361264241087836,0.04037005887300252,0.040821097380049465,0.1379216168237061,0.4019908927247696,0.18359490672194254,0.34093974820143885,0.20115129792549147,0.31042253783449436,0.5410783098966303,0.31644956081467396,47.0
0.05084745762711864,0.21554575523704522,0.039529015979814966,0.037373614318437706,0.1300013655605626,0.4135338345864662,0.20136215575954988,0.3501573741007194,0.21429347235798846,0.2867605619058842,0.6110397854935448,0.33050882715713287,51.0
0.17805497266222928,0.15270121278941562,0.021026072329688814,0.010188478419373695,0.05161818926669395,0.5840304987821666,0.08587503701510216,0.31935701438848924,0.07830998153578798,0.22197183543366017,0.868421074860991,0.3825915411096354,20.0
0.016949152542372878,0.13708195516354282,0.0159798149705635,0.0076016155609535275,0.041239928990850744,0.671820396060574,0.05922416345869115,0.29698741007194246,0.06093189964157707,0.1938028215880043,0.9149550936303056,0.3657495846859307,13.0
0.03389830508474576,0.19202499081220137,0.021867115222876366,0.025479938878095663,0.10009558923938275,0.5167849200465954,0.13325436778205507,0.33071043165467623,0.08547844031715,0.21070422452258838,0.8498074575594395,0.35858619256780644,33.0
0.0847457627118644,0.30411613377434765,0.050462573591253154,0.07046179681463986,0.19732350129728252,0.3627025309753256,0.25466390287237195,0.39455935251798563,0.1717171717171717,0.21577464486568318,0.8449935690642375,0.36302108982565534,103.0
0.24576271186440676,0.5832414553472988,0.20857863751051303,0.22127334303622162,0.40447903864536394,0.2240813300857778,0.3790346461356233,0.5746402877697843,0.3768871510806995,0.22028168815555146,0.8350449216725446,0.364263055938645,224.0
0.3135593220338983,0.6255053289231901,0.4499579478553406,0.3281770210241885,0.5141335518230233,0.15344699777613047,0.3849570624814925,0.6942446043165469,0.4812642554578039,0.24619718304267654,0.7772785535451195,0.36999974240698813,244.0
0.2796610169491525,0.5112091142962146,0.28595458368376786,0.2521307109412436,0.43807182848559334,0.18553425818066294,0.3849570624814925,0.5870053956834533,0.4733355055935701,0.2653521103086116,0.6899871626130712,0.34851997739121415,237.0
0.24576271186440676,0.4856670341786108,0.27333894028595457,0.24203614510238472,0.42728390004096684,0.1989833739277772,0.38199585430855787,0.5589028776978417,0.4409688280656023,0.28281690641486046,0.5988446780240554,0.31878341912491365,220.0
0.22033898305084745,0.41289966923925026,0.22455845248107653,0.2085042905072015,0.3900040966816878,0.21793921423276502,0.3760734379626888,0.537320143884892,0.4024112088628218,0.29070422276970803,0.5850449369754079,0.3200236238664926,207.0
0.288135593220339,0.4873208379272327,0.27333894028595457,0.26318588507017804,0.44967909326778643,0.18987609869744781,0.3849570624814925,0.5826214028776979,0.469208211143695,0.30478872969253934,0.5670731951416356,0.3258645461308488,208.0
